Date,Traffic_Source,Traffic_Medium,Device_Category,Landing_Page,Users,New_Users,Sessions,Pageviews,Bounce_Rate_Pct,Avg_Session_Duration_Sec,Pages_Per_Session,Exit_Rate_Pct,Conversion_Rate_Pct,Transactions,Quantity_Sold,Revenue_KES,Cart_Abandonment_Rate_Pct,Marketing_Cost_KES,ROAS,Customer_Journey_Stage
8/7/2022,Youtube,Paid,Tablet,Promo_Page,184,47,243,1052,33.46,326,4.33,34.7,7.36,18,54,54743.52,58.62,5652.16,9.69,Awareness
9/8/2022,Google,Organic,Mobile,Promo_Page,474,340,500,2215,32.39,275,4.43,29.55,6.99,35,105,156005.83,63.72,0,,Decision
11/19/2023,Google,Organic,Mobile,Blog,90,66,109,122,77.74,198,1.12,85.14,0.2,0,0,0,91.64,0,,Awareness
7/8/2022,Google,Organic,Desktop,Blog,75,54,104,345,35.87,252,3.32,31.75,3.14,3,3,14410.2,72.14,0,,Awareness
4/21/2025,Email,Newsletter,Mobile,Homepage,526,228,590,1404,64.75,212,2.38,56.49,4.5,27,27,66023.07,74.81,0,,Consideration
6/25/2024,Youtube,Paid,Mobile,Product_Page,519,92,637,1478,56.42,215,2.32,58.71,1.7,11,33,35435.39,79.12,14124.68,2.51,Awareness
7/1/2022,Google,Organic,Desktop,Promo_Page,483,381,622,2289,31.18,307,3.68,31.3,7.62,47,47,264211.02,56.6,0,,Decision
11/1/2023,Direct,No Media,Desktop,Product_Page,591,507,650,2860,22.93,295,4.4,22.52,5.2,34,34,98920.5,65.46,0,,Retention
10/2/2022,Google,Organic,Mobile,Homepage,364,238,472,1416,55.4,223,3,52.63,3.33,16,32,56106.76,79.56,0,,Consideration
3/26/2023,Direct,No Media,Tablet,Blog,402,293,582,914,75.12,155,1.57,75.69,2.95,17,17,29866.61,78.66,0,,Awareness
8/25/2025,Email,Newsletter,Desktop,Blog,126,45,174,451,54.33,195,2.59,57.72,6.74,12,12,53872.25,67.41,0,,Awareness
10/29/2025,Email,Newsletter,Desktop,Product_Page,430,125,601,2614,22.57,318,4.35,23.45,7.45,45,90,158718.68,60.77,0,,Decision
7/5/2025,Google,Organic,Mobile,Blog,106,85,152,167,87.16,167,1.1,88.1,0.2,0,0,0,92.38,0,,Awareness
7/26/2024,Facebook,Paid,Desktop,Blog,380,105,511,1395,58.74,193,2.73,64.57,4.84,25,25,85596.42,65.28,14867.22,5.76,Awareness
8/24/2022,Facebook,Paid,Mobile,Homepage,415,65,564,1100,65.89,226,1.95,69.19,3.04,17,68,43178.62,80.41,10506.77,4.11,Consideration
9/10/2022,Facebook,Paid,Desktop,Category_Page,474,170,654,2538,38.13,298,3.88,40.68,4.79,31,93,171085.33,69.14,18450.27,9.27,Consideration
1/12/2022,Direct,No Media,Mobile,Category_Page,202,144,268,587,57.95,182,2.19,58.14,1.05,3,3,4673.72,80.39,0,,Consideration
11/11/2025,Direct,No Media,Mobile,Blog,131,109,156,231,82.36,183,1.48,77.82,0.2,0,0,0,83.37,0,,Awareness
7/8/2022,Email,Newsletter,Tablet,Homepage,515,108,582,1525,51.49,250,2.62,48.85,3.83,22,22,36324.6,71.07,0,,Consideration
8/28/2022,Google,Organic,Mobile,Product_Page,283,196,311,905,58.98,255,2.91,52.59,2.5,8,16,19478.75,76.51,0,,Consideration
12/28/2022,Google,Organic,Mobile,Product_Page,171,153,205,510,57.91,195,2.49,54.73,2.04,4,8,12493.26,86.55,0,,Consideration
8/21/2025,Instagram,Paid,Mobile,Product_Page,238,46,302,477,69.64,153,1.58,59.4,1.68,5,10,8833.14,86.45,6620.63,1.33,Consideration
8/23/2025,Direct,No Media,Mobile,Promo_Page,251,226,280,1058,38.93,310,3.78,39.76,6.89,19,19,47477.91,62.99,0,,Decision
7/7/2022,Google,Organic,Desktop,Category_Page,150,134,162,632,29.13,268,3.9,26.88,5.7,9,9,21866.74,62.89,0,,Consideration
8/13/2022,Facebook,Paid,Mobile,Homepage,366,153,427,1251,44.89,222,2.93,41.19,2.32,10,10,43522.04,78.7,6587.36,6.61,Consideration
10/15/2023,Email,Newsletter,Tablet,Promo_Page,269,100,342,1450,27.99,326,4.24,24.53,8.24,28,56,71837.27,53.48,0,,Decision
10/13/2022,Facebook,Paid,Desktop,Promo_Page,63,15,69,343,20.97,351,4.97,20,7.98,6,18,39401.1,60.9,1796.98,21.93,Decision
9/29/2024,Affiliate,Cpc,Mobile,Category_Page,78,18,93,231,63.9,186,2.48,69.46,2.83,3,6,7463.84,77.09,1472.24,5.07,Consideration
8/19/2022,Tiktok,Paid,Mobile,Homepage,469,394,602,1499,57.69,195,2.49,59.7,2.72,16,48,35662.91,79.39,4647.11,7.67,Awareness
9/18/2025,Tiktok,Paid,Mobile,Category_Page,91,70,106,312,48.78,279,2.94,46.51,1.85,2,2,5628.62,82.3,1235.69,4.56,Awareness
7/11/2025,Email,Newsletter,Mobile,Category_Page,480,177,649,2012,50.27,209,3.1,46.91,4.11,27,81,49755.33,79.25,0,,Consideration
8/31/2025,Affiliate,Cpc,Mobile,Homepage,442,154,591,1093,69.52,201,1.85,59.34,0.55,3,3,5594.34,89.13,8994.04,0.62,Consideration
4/16/2024,Facebook,Paid,Desktop,Blog,152,47,173,694,41.03,293,4.01,43.89,2.28,4,12,16114.23,75.35,3474.35,4.64,Awareness
11/30/2024,Google,Organic,Desktop,Homepage,345,296,424,1442,46.13,241,3.4,49.98,4.85,21,63,106242.25,70.81,0,,Consideration
9/17/2023,Direct,No Media,Mobile,Homepage,433,352,471,1130,64.56,173,2.4,67.11,1.65,8,8,31961.82,81.66,0,,Consideration
7/14/2022,Email,Newsletter,Mobile,Homepage,561,225,632,1561,51.77,243,2.47,49.82,3.53,22,44,94348.92,72.46,0,,Consideration
6/24/2025,Google,Organic,Desktop,Promo_Page,346,295,365,1183,39.53,271,3.24,42.97,9.62,35,70,166325.05,51.87,0,,Decision
5/28/2024,Facebook,Paid,Mobile,Product_Page,345,115,419,1186,47.39,243,2.83,51.64,1.62,7,7,18374.91,86.06,10036.55,1.83,Consideration
4/3/2023,Google,Organic,Desktop,Homepage,511,349,611,2193,32.87,284,3.59,33.47,5.57,34,34,209090.76,70.14,0,,Consideration
1/15/2023,Instagram,Paid,Tablet,Product_Page,127,52,158,507,45.6,257,3.21,47.3,2.51,4,4,13917.8,84.8,3813.12,3.65,Consideration
4/22/2022,Google,Organic,Mobile,Product_Page,526,418,621,1528,62.91,239,2.46,54.81,2.22,14,14,43165.92,75.52,0,,Consideration
1/15/2022,Instagram,Paid,Desktop,Promo_Page,138,29,194,1048,15,376,5.4,20,9.03,18,54,87972.4,57.05,6817.92,12.9,Decision
5/28/2024,Instagram,Paid,Mobile,Category_Page,418,146,541,1764,49.84,224,3.26,48.36,1.72,9,27,20550.97,82.57,9879.29,2.08,Consideration
2/24/2023,Direct,No Media,Mobile,Product_Page,314,218,365,949,64.96,232,2.6,59.57,1.07,4,8,14888.06,79.96,0,,Retention
8/14/2023,Twitter,Organic,Mobile,Category_Page,74,53,81,172,57.6,198,2.12,61.91,2.88,2,4,7359.07,74.97,0,,Awareness
3/16/2024,Tiktok,Paid,Desktop,Product_Page,207,157,266,841,41.12,269,3.16,40.71,5.08,14,14,61176.28,74.62,2946.46,20.76,Awareness
10/31/2025,Email,Newsletter,Desktop,Category_Page,371,114,499,1537,41.47,232,3.08,36.93,7.15,36,144,176045.48,61.91,0,,Consideration
11/21/2023,Email,Newsletter,Mobile,Category_Page,408,153,443,1090,57.21,223,2.46,54.87,4.49,20,20,66817.73,75.96,0,,Consideration
5/27/2022,Email,Newsletter,Tablet,Category_Page,437,153,583,2268,39.33,240,3.89,37.64,6.57,38,38,154812.09,61.53,0,,Consideration
6/25/2022,Direct,No Media,Desktop,Promo_Page,238,173,318,1310,34.95,273,4.12,36.67,7.51,24,24,134650.56,63.39,0,,Decision
7/5/2024,Google,Organic,Mobile,Category_Page,215,161,232,735,51.8,273,3.17,44.14,1.27,3,6,12760.53,79.89,0,,Consideration
1/5/2025,Facebook,Paid,Mobile,Product_Page,448,197,571,931,66.26,178,1.63,72.66,3.01,17,34,54183.42,81.46,13898.29,3.9,Consideration
8/12/2022,Facebook,Paid,Desktop,Product_Page,177,28,234,725,43.47,266,3.1,46.53,3.74,9,9,43368.72,70.72,7363.16,5.89,Consideration
3/29/2022,Tiktok,Paid,Desktop,Blog,592,406,649,2401,38.77,263,3.7,37.54,3.24,21,63,80900.02,74.17,4666.64,17.34,Awareness
10/18/2023,Email,Newsletter,Mobile,Homepage,393,142,507,943,68.31,183,1.86,61.63,4.86,25,50,53623.82,68.4,0,,Consideration
11/22/2024,Tiktok,Paid,Mobile,Promo_Page,419,339,573,2240,37.54,259,3.91,37.1,6.19,35,70,185631.94,67.06,5208.94,35.64,Awareness
5/2/2023,Google,Organic,Tablet,Product_Page,397,356,518,1347,48.67,283,2.6,41.74,3.64,19,19,34957.12,71.43,0,,Consideration
5/27/2025,Google,Organic,Desktop,Category_Page,463,406,578,2497,31.9,297,4.32,28.74,3.65,21,63,96547.1,77.94,0,,Consideration
6/11/2024,Facebook,Paid,Desktop,Category_Page,516,128,743,2519,38.45,286,3.39,37.82,4.42,33,33,152739.28,71.12,14538.32,10.51,Consideration
2/20/2023,Google,Organic,Mobile,Blog,160,112,174,303,70.42,151,1.74,76.05,2.39,4,4,12404.85,79.14,0,,Awareness
4/3/2024,Google,Organic,Tablet,Homepage,275,210,342,1070,52.19,231,3.13,48.92,1.87,6,6,24976.91,86.7,0,,Consideration
8/7/2025,Facebook,Paid,Mobile,Category_Page,463,74,642,1740,54.28,255,2.71,49.45,1.13,7,7,26122.63,89.32,18828.68,1.39,Consideration
6/8/2025,Facebook,Paid,Mobile,Product_Page,366,143,397,953,59.32,223,2.4,63.64,2.9,12,24,32854.82,80.72,5436.58,6.04,Consideration
10/8/2022,Facebook,Paid,Mobile,Category_Page,383,108,467,1359,50.15,244,2.91,45.8,1.74,8,24,29830.96,75.92,14730,2.03,Consideration
8/14/2025,Linkedin,Paid,Mobile,Product_Page,240,36,252,912,47.12,247,3.62,49.79,1.24,3,6,4648.69,88.7,8552.67,0.54,Consideration
8/30/2024,Google,Organic,Mobile,Category_Page,590,501,703,1926,62.61,207,2.74,67.64,2.88,20,40,64272.23,79.31,0,,Consideration
7/6/2023,Facebook,Paid,Mobile,Product_Page,477,77,614,1922,55,220,3.13,47.35,0.96,6,6,25213.42,81.7,12127.88,2.08,Consideration
3/16/2022,Affiliate,Cpc,Desktop,Homepage,422,108,510,1433,49.35,278,2.81,46.55,4.77,24,72,92790.95,73.51,7111.57,13.05,Consideration
3/16/2025,Instagram,Paid,Tablet,Homepage,522,104,613,2054,47.54,226,3.35,46.97,3.65,22,22,93634.93,70.22,13891.59,6.74,Consideration
4/27/2022,Email,Newsletter,Mobile,Promo_Page,234,45,331,1337,34.22,278,4.04,32.84,7.72,26,26,81696.24,65.38,0,,Decision
10/5/2023,Email,Newsletter,Mobile,Promo_Page,330,60,450,1786,32.66,271,3.97,35.88,8.78,40,80,115574.58,62.35,0,,Decision
3/7/2022,Facebook,Paid,Mobile,Blog,437,82,599,1468,54.88,241,2.45,56.42,0.31,2,2,3901.79,91.75,12570.67,0.31,Awareness
12/20/2024,Direct,No Media,Mobile,Promo_Page,259,191,279,1074,35.14,248,3.85,34.55,4.45,12,24,49995.15,69.23,0,,Decision
1/15/2025,Affiliate,Cpc,Mobile,Promo_Page,145,52,173,626,46.31,268,3.62,49.95,5.74,10,20,51564.79,68.43,4217.71,12.23,Decision
7/20/2024,Facebook,Paid,Mobile,Blog,278,90,333,1022,55.06,256,3.07,57.4,0.2,1,1,3412.24,91.78,7794.66,0.44,Awareness
4/7/2022,Direct,No Media,Mobile,Blog,570,450,796,1616,69.98,185,2.03,63.4,1.85,15,45,58151.96,80.96,0,,Awareness
11/25/2025,Direct,No Media,Tablet,Promo_Page,476,425,538,2152,26.43,326,4,28.36,7.53,41,41,159656.73,64.58,0,,Decision
5/23/2025,Linkedin,Paid,Mobile,Product_Page,584,239,695,2287,53.7,251,3.29,55.44,1.13,8,24,17648.09,87.95,22650.2,0.78,Consideration
9/14/2025,Google,Organic,Mobile,Category_Page,106,87,130,291,66.44,196,2.24,60.5,1.79,2,2,3773.9,83.5,0,,Consideration
8/29/2024,Affiliate,Cpc,Mobile,Product_Page,430,168,456,1035,61.82,197,2.27,56.74,1.3,6,18,12376.51,83.91,10256.66,1.21,Decision
4/5/2025,Email,Newsletter,Tablet,Blog,325,73,457,919,63.81,196,2.01,61.75,4.2,19,19,43769.88,77.42,0,,Awareness
4/17/2023,Email,Newsletter,Mobile,Blog,264,52,354,460,81.35,158,1.3,69.19,0.73,3,6,6780.11,81.86,0,,Awareness
7/12/2022,Instagram,Paid,Tablet,Product_Page,380,154,416,1227,44.75,234,2.95,43.67,3.79,16,16,53425.5,76.46,11555.84,4.62,Consideration
8/22/2025,Email,Newsletter,Mobile,Product_Page,423,97,446,1048,53.34,238,2.35,47.71,4.25,19,19,50579,76.93,0,,Decision
8/27/2024,Tiktok,Paid,Desktop,Blog,248,214,315,718,63.09,230,2.28,63.9,2.96,9,18,39725.81,81.8,4795.46,8.28,Awareness
3/18/2022,Google,Organic,Tablet,Promo_Page,566,374,646,2377,30.99,307,3.68,27.6,5.18,33,66,117918.04,66.72,0,,Decision
12/17/2022,Direct,No Media,Mobile,Category_Page,586,386,831,1637,61.33,202,1.97,55.28,3.11,26,52,89115.94,80.54,0,,Consideration
5/21/2025,Direct,No Media,Tablet,Product_Page,392,309,453,1228,51.31,216,2.71,46.18,2.41,11,11,39092.25,84.22,0,,Retention
2/20/2023,Google,Organic,Mobile,Product_Page,363,281,516,784,73.48,206,1.52,80.71,2.06,11,33,40299.61,83.59,0,,Consideration
3/26/2023,Youtube,Paid,Mobile,Category_Page,342,124,423,1036,60.28,211,2.45,58.83,1,4,4,13351.54,83.71,15409.98,0.87,Awareness
10/4/2024,Instagram,Paid,Mobile,Homepage,75,18,106,199,68.21,217,1.88,58.74,1.64,2,4,8095.03,78.22,3999.65,2.02,Consideration
1/29/2025,Google,Organic,Mobile,Promo_Page,120,81,137,493,43.95,258,3.6,45.99,6.05,8,8,41082.94,63.11,0,,Decision
12/20/2023,Facebook,Paid,Mobile,Product_Page,367,139,474,1555,51.54,244,3.28,51.16,2.85,14,14,30678.94,83.78,15947.37,1.92,Consideration
9/29/2025,Tiktok,Paid,Mobile,Category_Page,523,463,738,2303,48.76,275,3.12,48.05,2.09,15,60,22631.45,78.93,7471.94,3.03,Awareness
4/21/2023,Email,Newsletter,Desktop,Product_Page,166,67,194,871,28.6,266,4.49,30.71,8.02,16,48,59754.93,61.56,0,,Decision
4/26/2025,Google,Organic,Desktop,Product_Page,118,96,156,690,25.05,277,4.42,23.17,4.3,7,21,34397.26,71.95,0,,Consideration
10/16/2022,Affiliate,Cpc,Tablet,Blog,291,80,314,493,69.11,216,1.57,63.4,0.8,3,3,5511.02,85.77,5151.55,1.07,Awareness
2/19/2025,Twitter,Organic,Mobile,Product_Page,116,102,129,445,47.49,283,3.45,48.72,2.12,3,6,9857.31,79.52,0,,Awareness
6/30/2024,Email,Newsletter,Mobile,Blog,102,23,108,173,66.69,169,1.6,65.9,4.51,5,5,20292.25,71.77,0,,Awareness
2/19/2023,Google,Organic,Desktop,Product_Page,121,95,149,727,22.62,354,4.88,20.71,4.42,7,7,21741.81,70.75,0,,Consideration
3/22/2024,Tiktok,Paid,Mobile,Product_Page,160,117,223,602,63.88,190,2.7,55.62,1.26,3,3,6696.29,83.38,2227.96,3.01,Awareness
4/8/2025,Affiliate,Cpc,Desktop,Homepage,462,70,634,2473,42.36,276,3.9,39.4,4.09,26,52,82301.02,70.5,15605.48,5.27,Consideration
11/11/2025,Google,Organic,Tablet,Product_Page,93,65,112,364,41.08,244,3.25,39.96,3.96,4,4,17671.18,70.22,0,,Consideration
12/9/2025,Instagram,Paid,Mobile,Category_Page,499,177,710,1207,71.29,167,1.7,71.51,3.19,23,69,63447.7,81.78,26834.7,2.36,Consideration
1/16/2023,Instagram,Paid,Mobile,Homepage,269,100,327,961,48.71,208,2.94,47.67,2.31,8,16,15774.65,77.24,5079.78,3.11,Consideration
8/31/2024,Google,Organic,Desktop,Product_Page,211,157,260,1066,33.58,300,4.1,36.73,5,13,13,61852.55,74.17,0,,Consideration
3/21/2025,Google,Organic,Mobile,Homepage,373,263,439,1216,62.3,213,2.77,54.36,0.49,2,2,6174,87.12,0,,Consideration
9/27/2024,Email,Newsletter,Mobile,Blog,329,51,358,934,61.45,226,2.61,56.99,2.21,8,24,35405.29,77.29,0,,Awareness
7/31/2025,Facebook,Paid,Mobile,Product_Page,431,189,568,1886,47.61,220,3.32,50.85,2,11,11,29072.78,81.05,9996.42,2.91,Consideration
12/11/2022,Email,Newsletter,Desktop,Blog,377,166,466,1025,68.11,160,2.2,70.29,6.53,30,30,130209.73,70.57,0,,Awareness
1/21/2025,Instagram,Paid,Mobile,Category_Page,422,124,496,1180,61.36,170,2.38,65.45,2.14,11,33,29873.6,82.91,11324.74,2.64,Consideration
9/29/2023,Google,Organic,Mobile,Product_Page,194,154,223,644,49.88,248,2.89,51.58,2.95,7,7,20865.25,73.91,0,,Consideration
11/3/2025,Email,Newsletter,Desktop,Promo_Page,519,219,635,2451,30.14,301,3.86,28.18,10,64,64,264815.12,47.62,0,,Decision
11/4/2025,Linkedin,Paid,Desktop,Product_Page,348,144,492,1766,33.79,272,3.59,33.76,6.27,31,31,115417.49,68.96,15298.34,7.54,Consideration
10/9/2022,Google,Organic,Tablet,Homepage,255,177,313,1124,46.77,226,3.59,49.21,3.89,12,12,42283.77,74.54,0,,Consideration
12/3/2024,Tiktok,Paid,Mobile,Blog,143,118,152,369,62.36,243,2.43,59.24,1.64,2,2,8698.94,84.08,993.83,8.75,Awareness
9/19/2024,Direct,No Media,Mobile,Blog,193,138,218,432,76.43,178,1.98,70.38,1.2,3,3,9691.68,78.66,0,,Awareness
7/9/2023,Instagram,Paid,Desktop,Category_Page,191,51,205,654,38.97,302,3.19,36.52,5.6,11,22,45144.5,73.01,5076.27,8.89,Consideration
3/21/2023,Facebook,Paid,Mobile,Homepage,340,102,452,904,64.49,212,2,68.17,2.41,11,11,18966.88,75.15,12935.07,1.47,Consideration
2/11/2022,Google,Organic,Mobile,Product_Page,387,261,555,1776,52.25,218,3.2,57.05,2.02,11,44,48171.89,76.22,0,,Consideration
4/16/2022,Facebook,Paid,Mobile,Category_Page,177,76,248,414,68.21,198,1.67,72.02,1.83,5,5,20494.61,85.26,7807.84,2.62,Consideration
8/20/2023,Instagram,Paid,Mobile,Product_Page,276,72,346,813,68.98,162,2.35,70.13,2.81,10,40,40974.08,82.05,10880.51,3.77,Consideration
8/7/2023,Direct,No Media,Desktop,Product_Page,559,430,639,2799,34.51,274,4.38,34.98,5.53,35,35,133833.96,71.99,0,,Retention
7/1/2022,Affiliate,Cpc,Mobile,Product_Page,392,153,507,1237,62.81,229,2.44,55.86,2.98,15,15,57873.44,75.92,11972.73,4.83,Decision
6/16/2024,Google,Organic,Mobile,Homepage,481,386,533,1540,59.47,203,2.89,60.79,3.04,16,16,71724.24,82.78,0,,Consideration
12/14/2022,Instagram,Paid,Mobile,Product_Page,541,195,714,1378,61.93,214,1.93,62.97,2.78,20,20,88014.51,78.64,28545.25,3.08,Consideration
7/25/2023,Facebook,Paid,Mobile,Blog,378,60,503,1152,65.45,206,2.29,56.73,0.2,1,1,2614.38,85.22,13185.67,0.2,Awareness
9/11/2022,Google,Organic,Mobile,Product_Page,218,188,253,941,44.59,242,3.72,48,0.86,2,4,6829.83,85.68,0,,Consideration
12/24/2025,Tiktok,Paid,Mobile,Blog,311,261,388,687,69.69,176,1.77,63.95,0.55,2,4,4166.68,87.33,6722.7,0.62,Awareness
1/4/2025,Google,Organic,Mobile,Category_Page,435,286,541,1293,67.72,227,2.39,58.3,1.54,8,24,25012.6,77.15,0,,Consideration
3/27/2022,Facebook,Paid,Mobile,Promo_Page,150,32,161,348,58.07,195,2.16,49.91,5.31,9,18,40904.81,74.57,3156.45,12.96,Decision
10/8/2023,Youtube,Paid,Mobile,Category_Page,466,199,526,1020,61.9,189,1.94,53.4,1.79,9,9,26382.77,84.54,21818.22,1.21,Awareness
5/22/2022,Tiktok,Paid,Desktop,Category_Page,149,100,171,462,46.8,224,2.7,49.6,4.77,8,24,34253.45,69.03,2444.47,14.01,Awareness
2/19/2025,Google,Organic,Mobile,Homepage,590,509,627,1680,49.8,274,2.68,44.62,0.72,5,5,7884.51,81.88,0,,Consideration
11/12/2022,Instagram,Paid,Mobile,Promo_Page,401,158,539,1698,48.15,252,3.15,43.55,5.66,31,62,117180.52,67.07,11108.18,10.55,Decision
10/20/2024,Facebook,Paid,Mobile,Homepage,329,83,438,911,65.59,181,2.08,69.8,2.14,9,27,24706.51,78.5,14053.36,1.76,Consideration
5/2/2025,Google,Organic,Mobile,Category_Page,576,377,807,2929,43.04,247,3.63,43.24,2.38,19,38,61108.22,85.27,0,,Consideration
11/29/2022,Google,Organic,Mobile,Product_Page,490,335,639,1265,62.95,184,1.98,65.82,1.97,13,13,52815.06,76.25,0,,Consideration
2/10/2022,Tiktok,Paid,Desktop,Promo_Page,188,126,272,933,37.64,284,3.43,39.71,7.15,19,19,123954.76,60.81,3957.85,31.32,Awareness
8/15/2024,Google,Organic,Mobile,Homepage,84,59,90,213,69.79,166,2.37,62.95,3.02,3,3,5302.33,82.76,0,,Consideration
2/27/2023,Linkedin,Paid,Mobile,Promo_Page,50,15,65,246,39.5,286,3.79,39.7,4.83,3,3,13205.4,67.43,3375.54,3.91,Decision
3/13/2022,Tiktok,Paid,Desktop,Product_Page,75,56,91,400,30.55,274,4.4,33.12,5.61,5,5,22667.28,66.15,1074.87,21.09,Awareness
1/5/2025,Direct,No Media,Desktop,Product_Page,460,318,532,1968,36.84,316,3.7,38.26,5.73,30,30,171552.24,63.9,0,,Retention
12/12/2024,Facebook,Paid,Tablet,Homepage,89,35,99,387,35.45,288,3.91,30.44,1.74,2,2,5386.23,81.2,2020.59,2.67,Consideration
1/18/2022,Affiliate,Cpc,Mobile,Product_Page,578,181,781,1570,61.98,245,2.01,61.91,2.63,21,42,63458.52,74.51,8719.55,7.28,Decision
11/24/2025,Linkedin,Paid,Mobile,Product_Page,356,142,453,1010,55.23,213,2.23,59.93,3.05,14,14,56204.94,79.75,18951.74,2.97,Consideration
12/25/2025,Facebook,Paid,Mobile,Product_Page,320,124,417,1247,56.67,205,2.99,55.16,1.88,8,16,16904.05,78.28,11077.83,1.53,Consideration
2/1/2025,Facebook,Paid,Mobile,Promo_Page,278,66,299,975,41.55,250,3.26,45.4,7.18,21,42,61173.56,67.35,9008.72,6.79,Decision
10/24/2024,Linkedin,Paid,Mobile,Product_Page,60,12,81,200,62.02,239,2.47,61.49,1.9,2,2,6795.3,84.86,2715.6,2.5,Consideration
2/18/2025,Facebook,Paid,Desktop,Category_Page,405,143,574,2669,23.95,284,4.65,24,3.5,20,20,94132.41,78.15,10265.12,9.17,Consideration
11/29/2025,Google,Organic,Desktop,Product_Page,587,393,651,2864,28.09,306,4.4,26.63,5.04,33,33,142193.64,67.44,0,,Consideration
11/23/2022,Google,Organic,Mobile,Promo_Page,175,115,203,733,38.1,289,3.61,33.98,6.2,13,13,60702.84,68.34,0,,Decision
8/27/2023,Direct,No Media,Mobile,Blog,527,367,725,1530,70.69,150,2.11,66.3,1.21,9,9,18821.33,89.72,0,,Awareness
12/31/2024,Instagram,Paid,Desktop,Homepage,480,194,664,3034,26.57,302,4.57,28.77,3.98,26,26,124355,77.31,11952.91,10.4,Consideration
10/2/2022,Affiliate,Cpc,Mobile,Homepage,518,165,650,2288,48.95,212,3.52,53.23,1.64,11,44,29481.6,81.8,15435.37,1.91,Consideration
4/13/2024,Tiktok,Paid,Mobile,Homepage,160,123,178,445,61,229,2.5,52.12,2.21,4,4,14669.12,75.4,3199.21,4.59,Awareness
4/19/2022,Tiktok,Paid,Tablet,Product_Page,526,440,606,1770,46.07,271,2.92,49.56,2.16,13,13,30529.01,80.22,4877.9,6.26,Awareness
8/15/2025,Google,Organic,Mobile,Homepage,368,321,476,1266,49.92,261,2.66,43.97,2.93,14,14,38571.62,78.22,0,,Consideration
9/19/2025,Google,Organic,Desktop,Category_Page,293,208,368,1373,39.7,236,3.73,42.46,4.02,15,15,85150.7,72.72,0,,Consideration
12/13/2022,Tiktok,Paid,Mobile,Homepage,176,148,194,535,59.57,209,2.76,52.57,2.38,5,5,16340.64,79.13,2288.85,7.14,Awareness
5/27/2024,Tiktok,Paid,Mobile,Product_Page,316,226,355,898,66.69,219,2.53,66.53,2.12,8,24,27687.95,83.22,4949.4,5.59,Awareness
8/4/2024,Facebook,Paid,Mobile,Promo_Page,496,222,706,2810,29.71,324,3.98,30.8,6.68,47,94,145937.85,62,9861.32,14.8,Decision
2/7/2022,Google,Organic,Tablet,Category_Page,505,395,582,1775,46.36,229,3.05,48.89,2.15,13,13,38227.94,81.55,0,,Consideration
2/2/2025,Linkedin,Paid,Desktop,Blog,55,25,64,189,46.45,226,2.95,43.16,2.44,2,4,9076.52,78.76,3091.6,2.94,Awareness
8/15/2023,Email,Newsletter,Desktop,Category_Page,82,20,96,359,33.15,268,3.74,30.57,5.84,6,12,28125.39,73.07,0,,Consideration
5/8/2023,Email,Newsletter,Mobile,Product_Page,133,46,148,389,63.16,179,2.63,61.81,4.89,7,14,30158.76,66.85,0,,Decision
5/24/2025,Email,Newsletter,Tablet,Promo_Page,560,206,812,2598,38.99,300,3.2,35.16,9.51,77,154,317581.19,51.71,0,,Decision
1/17/2022,Facebook,Paid,Desktop,Promo_Page,231,70,273,1054,32.03,262,3.86,33.68,8.93,24,24,148390.45,54.88,4960.81,29.91,Decision
9/22/2023,Google,Organic,Desktop,Category_Page,205,177,270,764,45.22,264,2.83,42.35,3.24,9,9,39407.85,77.18,0,,Consideration
3/14/2025,Tiktok,Paid,Mobile,Product_Page,342,253,403,1012,57.57,254,2.51,53.65,0.73,3,6,12690,88.14,5425.27,2.34,Awareness
7/15/2024,Email,Newsletter,Mobile,Blog,54,11,60,165,63.53,218,2.75,69.12,4.16,2,4,8931.5,68.17,0,,Awareness
2/15/2025,Direct,No Media,Mobile,Product_Page,97,77,125,252,63.57,231,2.02,57,2.07,3,3,11865.81,81.76,0,,Retention
3/20/2022,Linkedin,Paid,Mobile,Homepage,523,166,627,1348,63.78,174,2.15,54.49,2.03,13,26,22015.6,85.22,43169.07,0.51,Consideration
7/21/2024,Tiktok,Paid,Desktop,Promo_Page,309,241,327,1409,21.74,316,4.31,23.37,8.31,27,27,152961.9,56.19,3816.4,40.08,Awareness
9/10/2023,Google,Organic,Desktop,Blog,199,163,284,991,42.47,251,3.49,41.12,2.61,7,7,35522.43,80.34,0,,Awareness
3/8/2022,Youtube,Paid,Desktop,Product_Page,314,125,417,1718,36.72,269,4.12,34.39,3.72,16,16,59928.71,75.04,16133.97,3.71,Awareness
10/22/2022,Affiliate,Cpc,Mobile,Product_Page,107,39,131,358,55.2,261,2.73,47.6,3.11,4,4,11704.45,78.27,2177.72,5.37,Decision
3/6/2025,Youtube,Paid,Mobile,Homepage,590,173,749,1401,68.76,226,1.87,60.69,2.48,19,19,35393.8,78.92,28473.62,1.24,Awareness
12/6/2024,Affiliate,Cpc,Desktop,Homepage,406,106,552,2092,40.22,260,3.79,34.75,3.64,20,20,115509.6,77.49,12422.75,9.3,Consideration
12/13/2022,Google,Organic,Tablet,Promo_Page,529,445,617,1814,43.8,296,2.94,43.54,6.17,38,114,124911.09,62.88,0,,Decision
